book_id,title,author,edition,cost,status,released_date
5401.0,Doomsday Book,Connie Willis,1993,286.0,Available,8/31/1957
5402.0,The Horse Goddess (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1998,337.0,Available,12/12/1957
5403.0,Pride of Lions (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1997,16.0,Available,8/25/1908
5404.0,Lion of Ireland (Celtic World of Morgan Llywelyn),Morgan Llywelyn,1996,246.0,Available,4/23/1965
5405.0,Merlin (The Pendragon Cycle ,Margret Rey,1998,1069.0,Available,11/18/1938
5406.0,Taliesin : Book One of the Pendragon Cycle (Pendragon Cycle),Stephen R. Lawhead,1990,54.0,Available,5/5/2001
5407.0,Smart Vs. Pretty,Valerie Frankel,2000,517.0,Available,11/13/1979
5408.0,Private Altars,Katherine Mosby,2000,197.0,Available,12/25/1977
5409.0,372 Le Matin,Philippe Djian,0,6150.0,Available,3/29/1913
5410.0,The Sword of Sagamore,Kara Dalkey,1989,1289.0,Available,3/30/1986
5411.0,Where You Once Belonged,KENT HARUF,2000,626.0,Available,11/30/1923
5412.0,Rain,Kirsty Gunn,1996,748.0,Available,3/11/1915
5413.0,The Gashlycrumb Tinies,Edward Gorey,1997,40.0,Available,7/27/1986
5414.0,Triumph of the Darksword (Darksword Trilogy),MARGARET WEIS,1997,19.0,Available,1/4/1903
5415.0,Oasis: Round Their Way,Mick Middles,1996,,Available,10/31/1975
5416.0,Soldiers Return Uk,Melvyn Bragg,0,15.0,Available,1/2/1964
5417.0,My Idea of Fun,WILL SELF,1995,462.0,Available,8/26/1921
5418.0,Hornet's Nest,Patricia Daniels Cornwell,1998,2060.0,Available,9/7/1935
5419.0,Doctor Faustus : The Life of the German Composer Adrian Leverkuhn As Told by a Friend,Thomas Mann,1999,593.0,Available,12/17/2004
5420.0,Four Blind Mice,James Patterson,2003,17.0,Available,9/7/1995
5421.0,The Handmaid's Tale : A Novel,Margaret Atwood,1998,59.0,Available,12/3/1955
5422.0,Headlong (Bestselling Backlist),Michael Frayn,2000,207.0,Available,12/17/1928
5423.0,Fangs of Fury (Puffin Adventure Gamebooks),Steve Jackson,1989,63.0,Available,3/5/1999
5424.0,Solomon Time: An Unlikely Quest in the South Pacific,Will Randall,2003,534.0,Available,12/11/1957
5425.0,Chocolat,Joanne Harris,2000,12.0,Available,7/6/1939
5426.0,Rancid Aluminum,James Hawes,0,2890.0,Available,5/28/1980
5427.0,Vanity Fair (Wordsworth Collection),William Makepeace Thackeray,1998,760.0,Available,12/17/1904
5428.0,Confessions of an English Opium Eater,T. De Quincey,1999,32.0,Available,4/6/1988
5429.0,Madame Bovary (Classics S.),Gustave Flaubert,1970,1289.0,Available,4/9/1951
5430.0,The Long Midnight of Barney Thomson,Douglas Lindsay,1999,135.0,Available,3/31/1938
5431.0,The Green Mile,Stephen King,1999,426.0,Available,1/30/2005
5432.0,Harry Potter and the Goblet of Fire (Book 4),J. K. Rowling,2000,161.0,Available,4/20/1929
5433.0,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,3607.0,Available,6/18/1969
5434.0,The 10th Kingdom (Hallmark Entertainment Books),Kathryn Wesley,2000,879.0,Available,10/14/1914
5435.0,Redwall (Redwall,Margret Rey,1998,32.0,Available,4/18/1934
5436.0,Treasures from the Royal Tombs of Ur,University of Pennsylvania Museum of Archaeology and Anthropology,1998,1029.0,Available,4/14/1970
5437.0,Thinking Out Loud : On the Personal,Margret Rey,1998,435.0,Available,6/11/1980
5438.0,Don't Let's Go to Dogs Tonight: An African Childhood,Alexandra Fuller,2003,4462.0,Available,5/21/1934
5439.0,Where the Lilies Bloom,Bill Cleaver,1989,1998.0,Available,12/12/1901
5440.0,Amsterdam: Amsterdam and the Hague (Art in Focus),Christopher Wright,1995,475.0,Available,6/4/1973
5441.0,Paris (Art in Focus),Linda Bolton,1995,10682.0,Available,2/26/1991
5442.0,Sacred,Dennis Lehane,1998,3920.0,Available,11/26/2010
5443.0,ANOTHER ROADSIDE ATTRACTION,TOM ROBBINS,1991,62.0,Available,8/1/2016
5444.0,London-Paris,Dana Facaros,1999,3100.0,Available,7/28/2001
5445.0,London (Art in Focus),Thomas Parsons,1995,0.0,Available,10/14/1969
5446.0,The Time Machine (Bantam Classics),H. G. Wells,1984,808.0,Available,4/20/1942
5447.0,Faithless: Tales of Transgression,Joyce Carol Oates,2002,2737.0,Available,6/11/2008
5448.0,Answered Prayers,DANIELLE STEEL,2003,1768.0,Available,10/22/1935
5449.0,I Can Read With My Eyes Shut (I Can Read It All by Myself Beginner Books),Dr. Seuss,1978,1601.0,Available,8/25/1919
5450.0,The Woman Who Walked on Water,Lily Tuck,1996,135.0,Available,3/27/1986
5451.0,Slaughterhouse Five or the Children's Crusade: A Duty Dance With Death,Kurt Vonnegut,1991,154.0,Available,5/12/1942
5452.0,The Last Days of Socrates: Euthyphro/Apology/Crito/Phaedo (Penguin Classics),Plato,1995,580.0,Available,10/12/1925
5453.0,Alice Im Wunderland: Alice Im Wunderland,Carroll,0,23.0,Available,3/12/1974
5454.0,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,1992,52.0,Available,7/21/2021
5455.0,Rainbow Six,Tom Clancy,1999,1380.0,Available,12/27/1926
5456.0,Die GÃ?Â¼nderode,Bettine von Arnim,2000,4353.0,Available,8/11/2012
5457.0,Der kleine Beziehungsberater.,Till Raether,2002,230.0,Available,4/13/2004
5458.0,Fabian; die Geschichte eines Moralisten,Erich KÃ?Â¤stner,1975,170.0,Available,9/13/1915
5459.0,Stiller,Max Frisch,1954,555.0,Available,7/3/2020
5460.0,My Dream of You,Nuala O'Faolain,2002,3600.0,Available,8/27/1992
5461.0,Benjamin's Crossing : A Novel,Jay Parini,1998,285.0,Available,5/28/1973
5462.0,The Hotel New Hampshire,John Irving,1995,4181.0,Available,2/14/1960
5463.0,Drinking the Rain,Alix Kates Shulman,1996,13.0,Available,7/16/2021
5464.0,Kiss of the Bees: A Novel of Suspense,J.A. Jance,2001,33.0,Available,11/15/1971
5465.0,The Best of Friends: Joanna Trollope,Joanna Trollope,1999,60.0,Available,11/15/1957
5466.0,After Henry,Joan Didion,1992,3100.0,Available,1/30/2000
5467.0,P Is for Peril,Sue Grafton,2002,474.0,Available,8/14/1924
5468.0,Finding Mr. Right,EMILY CARMICHAEL,1999,75.0,Available,9/22/1905
5469.0,Malice Domestic 5 (Malice Domestic ,Margret Rey,1998,1284.0,Available,2/5/1998
5470.0,Manhattan fliegt.,Michael Wallner,2000,304.0,Available,7/4/1975
5471.0,Looking for a Ship,John McPhee,1990,69.0,Available,5/24/1967
5472.0,Passing the Flame - A Beadmaker's Guide to Detail and Design,Corina Tettinger,2002,113.0,Available,7/28/1995
5473.0,Three Cats,Margret Rey,1998,6449.0,Available,3/24/1930
5474.0,To Kill a Mockingbird,Harper Lee,2002,335.0,Available,1/3/1993
5475.0,Name of the Rose-Nla,Umberto Eco,1984,476.0,Available,3/3/1934
5476.0,Beach House,Mary Alice Monroe,2002,515.0,Available,8/17/1964
5477.0,Decider,Dick Francis,1995,43.0,Available,4/15/1930
5478.0,Things a Computer Scientist Rarely Talks About,Donald E. Knuth,2003,1400.0,Available,4/7/1908
5479.0,Sudden Mischief,Robert B. Parker,1999,270.0,Available,4/12/1903
5480.0,Under Blood Red Sun,Graham Salisbury,1995,0.0,Available,3/12/1959
5481.0,Black Beauty (Wordsworth Collection),A. Sewell,1998,677.0,Available,1/8/2009
5482.0,Prism Moon,Martine Bates,1993,3025.0,Available,7/25/1902
5483.0,QuiÃ©n se ha llevado mi queso?,Spencer Johnson,1999,,Available,1/11/2018
5484.0,The Smuggler's Treasure (American Girl History Mysteries (Paperback)),Sarah Masters Buckey,1999,413.0,Available,8/7/1945
5485.0,Dark as Day (Cold As Ice),Charles Sheffield,2002,1479.0,Available,9/20/1997
5486.0,The Tenth Insight : Holding the Vision,James Redfield,1996,404.0,Available,6/6/1923
5487.0,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,348.0,Available,4/22/1955
5488.0,Zen and the Art of Motorcycle Maintenance : An Inquiry into Values,Robert M. Pirsig,1974,1986.0,Available,12/5/1972
5489.0,In the Belly of the Beast,Jack Henry Abbott,1982,5762.0,Available,12/31/2020
5490.0,Hyperspace: A Scientific Odyssey Through Parallel Universes,Margret Rey,1998,,Available,9/3/1950
5491.0,Zolar's Encyclopedia of Ancient and Forbidden Knowledge.,Zolar,1992,50.0,Available,7/1/1971
5492.0,Karma and Reincarnation: Transcending Your Past,Margret Rey,1998,360.0,Available,6/24/1986
5493.0,Work as a Spiritual Practice : A Practical Buddhist Approach to Inner Growth and Satisfaction on the Job,LEWIS RICHMOND,2000,74.0,Available,12/4/1992
5494.0,The Power of Now: A Guide to Spiritual Enlightenment,Eckhart Tolle,1999,85.0,Available,5/11/1931
5495.0,Chariots of the Gods: Unsolved Mysteries of the Past,Erich Von Daniken,1999,,Available,3/22/1961
5496.0,Energy Focused Meditation: Body,Margret Rey,1998,64.0,Available,7/19/1908
5497.0,Introducing Buddha (Introducing...(Totem)),Jane Hope,1995,52.0,Available,7/19/1940
5498.0,Charms,Margret Rey,1998,885.0,Available,5/8/2012
5499.0,The Golden Dawn: A Complete Course in Practical Ceremonial Magic/4 in 1 (Llewellyn's Golden Dawn Series),Israel Regardie,1989,74.0,Available,12/24/1944
5500.0,Embraced by the Light,Betty J. Eadie,1992,483.0,Available,3/9/1946
5501.0,The Search for Happiness: Four Levels of Emotional and Spiritual Growth,Oscar Lukefahr,2002,1789.0,Available,6/20/1973
5502.0,The Underworld Initiation: A Journey Towards Psychic Transformation (Celtic Muth ; Legend,Margret Rey,1998,825.0,Available,10/18/1975
5503.0,The Practice of the Presence of God,Brother Lawrence,1982,255.0,Available,3/8/2016
5504.0,The Artist's Way : A Spiritual Path to Higher Creativity,Julia Cameron,1992,165.0,Available,6/7/1966
5505.0,Crystal Healing: The Next Step (Llewellyn's New Age),Phyllis Galde,1988,2723.0,Available,4/3/2009
5506.0,Visual Magick,Jan Fries,1991,,Available,6/2/1907
5507.0,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,2910.0,Available,7/29/2000
5508.0,Past Lives,Margret Rey,1998,41.0,Available,3/26/1931
5509.0,Drawing the Head and Figure,Jack Hamm,1983,194.0,Available,7/2/1939
5510.0,Confessions of a Pagan Nun,KATE HORSLEY,2001,23.0,Available,5/25/1986
5511.0,Conversations with God for Teens,Neale Donald Walsch,2002,70.0,Available,1/30/1992
5512.0,May the Angels Be With You: A Psychic Helps You Find Your Spirit Guides and Your True Purpose,Gary Quinn,2001,52.0,Available,5/29/1913
5513.0,Tarot,Jonathan Dee,1996,8.0,Available,5/1/2006
5514.0,Witch Alone: Thirteen Moons to Master Natural Magic,Marian Green,1991,160.0,Available,8/19/2003
5515.0,Magical Herbalism: The Secret Craft of the Wise (Llewellyn's Practical Magick Series),Scott Cunningham,1983,16.0,Available,1/21/2016
5516.0,The Runes,Horik Svensson,0,1847.0,Available,3/26/2007
5517.0,Llewellyn's 2002 Magical Almanac,Bernyce Barlow,2001,6193.0,Available,9/2/1930
5518.0,Modern Magick: Eleven Lessons in the High Magickal Arts (Llewellyn's High Magick),Donald Michael Kraig,1988,732.0,Available,5/25/2022
5519.0,Astral Projection Plain ; Simple: The Out-Of-Body Experience,Osborne Phillips,2003,1000.0,Available,9/4/2001
5520.0,Idoru,William Gibson,1997,3.0,Available,5/26/1906
5521.0,Don't Fall Off the Mountain,Shirley MacLaine,1983,6500.0,Available,6/18/1985
5522.0,1988,Andrew McGahan,1995,9.0,Available,2/19/1921
5523.0,TOUCHED WITH FIRE: Manic Depressive Illness and the Artistic Temperament,Kay Redfield Jamison,1996,36.0,Available,10/25/2005
5524.0,The I Ching on Love,Guy Damian-Knight,1985,1102.0,Available,2/15/1922
5525.0,Bedside manners: The troubled history of doctors and patients,Edward Shorter,1985,107.0,Available,11/19/1911
5526.0,Three Dollars,Elliot Perlman,0,670.0,Available,3/30/1901
5527.0,Bully : Does Anyone Deserve to Die?,Jim Schutze,1998,41.0,Available,1/9/1978
5528.0,Winston's War,Michael Dobbs,2003,729.0,Available,8/11/1950
5529.0,The Canterbury Tales (Bantam Classics),Geoffrey Chaucer,1982,674.0,Available,6/24/1910
5530.0,The Clay Marble: And Related Readings (Literature Connections),Minfong Ho,1997,267.0,Available,4/28/1992
5531.0,Bedtime Stories for Women,Nancy Madore,2003,6100.0,Available,10/6/1913
5532.0,A Wizard of Earthsea (Pelican Books),Ursula K. Le Guin,1971,39.0,Available,4/8/1924
5533.0,The Aeneid (Penguin Classics),Virgil,1991,629.0,Available,4/10/1906
5534.0,Good morning,Margret Rey,1998,102.0,Available,3/16/1958
5535.0,Moby-Dick,HERMAN MELVILLE,1981,20.0,Available,2/15/2009
5536.0,The Day After Tomorrow,Whitley Strieber,2004,150.0,Available,3/6/1972
5537.0,The Poyson Garden: An Elizabethan I Mystery (Elizabeth I Mysteries (Paperback)),Karen Harper,2000,2715.0,Available,8/15/2018
5538.0,Pelican Brief,John Grisham,0,7.0,Available,6/22/1999
5539.0,The Nepal Trekker's Handbook,Amy R. Kaplan,1989,262.0,Available,4/10/1987
5540.0,Signs,Margret Rey,1998,2464.0,Available,12/24/1948
5541.0,The Quest for Enlightenment: Articles from Back to Godhead Magazine,A. C. Bhaktivedanta Swami Prabhupada,1997,1646.0,Available,7/6/2011
5542.0,Dharma: The Way of Transcendence,A. C. Bhaktivedanta Swami Prabhupada,1998,30.0,Available,1/31/1972
5543.0,Running In Heels: A Novel,Anna Maxted,2002,4207.0,Available,10/31/1906
5544.0,Rookery Blues,Jon Hassler,1996,588.0,Available,7/1/1952
5545.0,Insomnia,Stephen King,1995,36.0,Available,12/14/2014
5546.0,The Chamber,John Grisham,1995,20.0,Available,2/16/1900
5547.0,When Darkness Falls,Shannon Drake,2000,2195.0,Available,11/12/1979
5548.0,THROUGH THE ICE,Piers Anthony,1992,7.0,Available,5/21/1991
5549.0,The Hungry Ocean : A Swordboat Captain's Journey,Linda Greenlaw,1999,4825.0,Available,7/27/1994
5550.0,Hideaway,Dean R. Koontz,1992,1450.0,Available,8/27/1933
5551.0,Severe Mercy,Margret Rey,1998,21.0,Available,8/1/2001
5552.0,Step to the music you hear;: Philosophical poems from modern and classical authors,Susan Polis Schutz,1974,158.0,Available,11/24/1952
5553.0,The Cat Who Brought Down the House,Lilian Jackson Braun,2003,123.0,Available,6/23/2003
5554.0,A Ring of Endless Light (Austin Family),Madeleine L'Engle,1981,1125.0,Available,2/7/1939
5555.0,The Tommyknockers,Stephen King,1994,3392.0,Available,8/13/1996
5556.0,Scarlet Ruse,John D. MacDonald,1990,30.0,Available,12/4/1934
5557.0,Lifetime And Beyond (Harlequin Presents,Margret Rey,1998,4065.0,Available,12/11/2017
5558.0,Summer Storm (Harlequin Presents,Margret Rey,1998,125.0,Available,11/26/1960
5559.0,Sunny (California Diaries,Margret Rey,1998,15.0,Available,3/3/1987
5560.0,East Wind,Margret Rey,1998,2351.0,Available,7/21/1987
5561.0,Your Erroneous Zones,Wayne W. Dyer,1977,1198.0,Available,4/20/1959
5562.0,A Call: The Tale of Two Passions (Neglected books of the twentieth century),Ford Madox Ford,1985,60.0,Available,4/29/1903
5563.0,LOOSE AMONG THE LAMBS,Jay Brandon,1993,167.0,Available,3/13/2021
5564.0,Friday,Robert Heinlein,1988,310.0,Available,9/7/2006
5565.0,Kokopelli's Flute,Will Hobbs,1997,4547.0,Available,6/25/1930
5566.0,The Uncle's Story,Witi Tame Ihimaera,2000,3735.0,Available,10/26/1984
5567.0,O Evangelho segundo Jesus Cristo: Romance,JosÃ© Saramago,1991,1500.0,Available,3/13/1911
5568.0,Le Vieux Qui Lisait Les Romans Damour,Luis Sepulveda,0,686.0,Available,2/1/1914
5569.0,Le Livre des illusions,Paul Auster,2003,664.0,Available,2/6/1952
5570.0,Kryptonite Chaos (Superman (Landoll)),Landoll,1999,10.0,Available,12/31/1901
5571.0,No Digas Que Fue UN Sueno: Marco Antonio Y Cleopatra/Don't Tell It Was a Dream (ColecciÃ³n Autores espaÃ±oles e hispanoamericanos),Terenci Moix,1986,4473.0,Available,1/11/1947
5572.0,NEW JEWISH WEDDING,Anita Diamant,1986,33.0,Available,10/12/1999
5573.0,Making Choices,Alexandra Stoddard,1995,2999.0,Available,9/2/1968
5574.0,Existentialism and Human Emotions (A Philosophical Library Book),Jean-Paul Sartre,1984,883.0,Available,6/10/1929
5575.0,The Art of Everyday Ecstasy: The Seven Tantric Keys for Bringing Passion,Margret Rey,1998,1483.0,Available,4/17/1949
5576.0,The Flintstones in Viva Rock Las Vegas: A Junior Novelization,Ellen Miles,2000,1625.0,Available,12/13/1950
5577.0,Cub in the Cupboard (Animal Ark Series,Margret Rey,1998,10.0,Available,11/27/2014
5578.0,A Trip to the Beach: Living on Island Time in the Caribbean,Melinda Blanchard,2001,699.0,Available,12/11/1901
5579.0,The Dream of Reason: A History of Philosophy from the Greeks to the Renaissance,Anthony Gottlieb,2001,1614.0,Available,12/26/1917
5580.0,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,,Available,8/27/2015
5581.0,To Hell in a Handcart,Richard Littlejohn,2001,1302.0,Available,1/18/1974
5582.0,The Gay and Lesbian Self-Esteem Book: A Guide to Loving Ourselves,Kimeron N. Hardin,1999,8.0,Available,2/25/1989
5583.0,L'Ã¢ge du Christ,Marc-Edouard Nabe,1992,1854.0,Available,5/10/1911
5584.0,The Ultimate Havana,John Lantigua,2001,2885.0,Available,7/18/1901
5585.0,Self-Reliance and Other Essays (Dover Thrift Editions),Ralph Waldo Emerson,1993,1008.0,Available,3/24/1969
5586.0,Polar Star,Martin Cruz Smith,1989,75.0,Available,10/2/1975
5587.0,Portraits in Silicon,Robert Slater,1987,1942.0,Available,12/30/1906
5588.0,Brokenclaw,John E. Gardner,1990,38.0,Available,11/18/1966
5589.0,L'Homme aux cercles bleus,Fred Vargas,2002,9.0,Available,11/9/1904
5590.0,Doctors,Erich Segal,1989,49.0,Available,3/28/1996
5591.0,Love Is the Key,Irene B. Brand,1988,2600.0,Available,12/3/1912
5592.0,Deep Trouble (Goosebumps,Margret Rey,1998,,Available,4/15/1987
5593.0,The Betrayal (The Fear Street Saga 1),R.L. Stine,1993,900.0,Available,9/27/1929
5594.0,Rainbow Six,Tom Clancy,2004,17.0,Available,5/30/2022
5595.0,Three Blind Mice and Other Stories,Agatha Christie,1997,815.0,Available,7/17/1960
5596.0,The Unexpected Guest: A Mystery,Agatha Christie,2000,1520.0,Available,1/30/1951
5597.0,Good-Bye Stacey,Margret Rey,1998,22.0,Available,6/30/1952
5598.0,Six Great Sherlock Holmes Stories (Dover Thrift Editions),Arthur Conan,1998,4.0,Available,4/14/1967
5599.0,Hello,Margret Rey,1998,28.0,Available,11/14/1981
5600.0,Little Women (Children's Thrift Classics),Louisa May Alcott,1997,,Available,4/16/1985
5601.0,Runaway Ralph (Cleary Reissue),Beverly Cleary,1991,450.0,Available,7/5/1984
5602.0,She Said Yes : The Unlikely Martyrdom of Cassie Bernall,Misty Bernall,2000,59.0,Available,5/7/1906
5603.0,Flawless,Adam Barrow,1996,213.0,Available,2/12/1906
5604.0,HEAVEN,V. C. Andrews,1987,72.0,Available,5/13/1913
5605.0,Midnight Whispers (Cutler),V.C. Andrews,1992,1703.0,Available,12/23/1980
5606.0,Twilight's Child (Cutler),V.C. Andrews,1992,2498.0,Available,1/27/1909
5607.0,My Sweet Audrina,V.C. Andrews,1990,22.0,Available,3/17/1972
5608.0,A Walk to Remember,Nicholas Sparks,2000,505.0,Available,8/6/1984
5609.0,Madonna,Andrew Morton,2001,80.0,Available,10/21/2006
5610.0,Brit Cult : An A-Z of British Pop Culture,Andrew Calcutt,2001,4.0,Available,1/6/1988
5611.0,1984 (Everyman's Library),GEORGE ORWELL,1992,3490.0,Available,1/6/1971
5612.0,How Proust Can Change Your Life: Not a Novel,Alain De Botton,1998,76.0,Available,6/21/2017
5613.0,Why I Hate Canadians,Will Ferguson,1999,1297.0,Available,7/30/1959
5614.0,Firefly Summer,Maeve Binchy,1989,200.0,Available,3/22/1966
5615.0,Doble Juego,Ken Follett,2002,74.0,Available,6/3/1995
5616.0,Deadly Exposure,Leonard Goldberg,2000,4227.0,Available,10/27/2004
5617.0,Breathing Underwater,Alex Flinn,2002,1058.0,Available,2/22/1969
5618.0,Garzanti - Gli Elefanti: Il Capitano E' Fuori a Pranzo,Bukowski,0,184.0,Available,4/8/1954
5619.0,Dianetics: The Modern Science of Mental Health: A Handbook of Dianetics Procedure,L. Ron Hubbard,1986,866.0,Available,3/6/2012
5620.0,Il sentiero dei nidi di ragno (Oscar Mondadori),Italo Calvino,1995,39.0,Available,4/7/1967
5621.0,Complete Short Fiction (Penguin Classics),Oscar Wilde,2003,5960.0,Available,12/30/1917
5622.0,Zope Bible,Michael Bernstein,2002,646.0,Available,6/5/2008
5623.0,Wanderings: Chaim Potok's History of the Jews,Chaim Potok,1980,15.0,Available,8/14/1921
5624.0,Danziger's Travels: Beyond Forbidden Frontiers,Nick Danziger,1993,14.0,Available,6/11/2012
5625.0,Elephant Song,WILBUR SMITH,1995,511.0,Available,5/13/2020
5626.0,Journey,James A. Michener,1994,1715.0,Available,9/5/1983
5627.0,Mary Kay : The Story of America's Most Dynamic Businesswoman,Mary Kay Ash,1994,303.0,Available,10/15/1990
5628.0,The Mother's Almanac,Margret Rey,1998,280.0,Available,7/13/1920
5629.0,The Weight Watchers Complete Exercise Book,Judith Zimmer,1995,1217.0,Available,8/6/1990
5630.0,The Cunning Man: A Novel,Robertson Davies,1996,1555.0,Available,1/2/1974
5631.0,Relatos de Los Inesperado,Roald Dahl,1995,2930.0,Available,10/14/1966
5632.0,Forgeotten Beasts Eld,Patricia A. McPhillip,1984,24.0,Available,11/13/1968
5633.0,Absent without leave: Two novellas,Heinrich BÃ¶ll,1975,2595.0,Available,7/16/2016
5634.0,In alto a sinistra (Universale economica Feltrinelli),Erri De Luca,1995,45.0,Available,8/20/1912
5635.0,Opera Sull'acqua E Altre Poesie,Erri de Luca,2002,230.0,Available,9/16/1972
5636.0,Tre Cavalli,Erri De Luca,2002,623.0,Available,8/11/1972
5637.0,Das Zweite GedÃ?Â¤chtnis.,Ken Follett,2003,1220.0,Available,8/1/1923
5638.0,Alicia a Traves del Espejo,Lewis Carroll,1993,1966.0,Available,9/22/1922
5639.0,Garzon: El Hombre Que Vela Amanecer/the Man That Sees Dawn,Pilar Urbano,2001,154.0,Available,11/1/1995
5640.0,Lonely Planet Madrid (Madrid,Margret Rey,1998,225.0,Available,8/27/1942
5641.0,Lonely Planet Paris (Paris,Margret Rey,1998,3753.0,Available,7/21/1914
5642.0,Les Nuits Fauves/Savage Nights,Collard,1994,3.0,Available,1/27/2003
5643.0,L'Alchimiste,Paulo Coelho,2002,,Available,6/28/2010
5644.0,Les Dames du lac,Margret Rey,1998,700.0,Available,12/25/1942
5645.0,Les Dames du lac,Margret Rey,1998,3292.0,Available,12/27/1982
5646.0,L'Homme qui murmurait Ã?Â  l'oreille des chevaux,Nicholas Evans,1997,1195.0,Available,8/21/2019
5647.0,Le Nom de la rose,Umberto Eco,2002,191.0,Available,8/27/1980
5648.0,Les Courriers De La Mort,Magnan,0,131.0,Available,1/16/1944
5649.0,The Optimist's Daughter,Eudora Welty,1990,193.0,Available,8/27/1905
5650.0,Holes (Yearling Newbery),LOUIS SACHAR,2000,17.0,Available,1/27/1904
5651.0,SILVERWING,Kenneth Oppel,1999,5830.0,Available,1/12/1907
5652.0,Good Night,Margret Rey,1998,372.0,Available,2/19/2020
5653.0,War Is a Force That Gives Us Meaning,Chris Hedges,2002,24.0,Available,3/11/1928
5654.0,Eric (Discworld Novels (Paperback)),Terry Pratchett,2002,1630.0,Available,4/27/1950
5655.0,The Outsiders (Now in Speak!),S. E. Hinton,1997,473.0,Available,10/16/1941
5656.0,La caverna = A caverna,Jose Saramago,2002,832.0,Available,3/4/2014
5657.0,PrÃ?Â©fÃ?Â©rences,Julien Gracq,1989,20.0,Available,3/17/1994
5658.0,Three Men in a Boat,Margret Rey,1998,62.0,Available,10/22/1945
5659.0,L'Idiot,FÃ?Â©dor DostoÃ?Â¯evski,2001,670.0,Available,6/26/1941
5660.0,Les jeunes filles,Henry de Montherlant,1972,1175.0,Available,9/1/1967
5661.0,Le Vieux qui lisait des romans d'amour,Luis SepÃ?Âºlveda,1992,361.0,Available,3/26/1972
5662.0,A Orillas Del Rio Piedra Me Sente Y Llore,Paulo Coelho,2003,1715.0,Available,4/1/1969
5663.0,The Summons,John Grisham,2002,3770.0,Available,8/28/1947
5664.0,Time Flies,BILL COSBY,1988,340.0,Available,10/11/2000
5665.0,The Willow Cabin (Virago Modern Classics),Pamela Frankau,1989,1930.0,Available,3/5/1966
5666.0,Second Child,John Saul,1997,154.0,Available,5/1/1991
5667.0,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,59.0,Available,7/12/1980
5668.0,The Two Dead Girls (Green Mile Series),Stephen King,1996,5618.0,Available,8/1/1964
5669.0,Dave Barry Does Japan,Dave Barry,1992,755.0,Available,3/31/2015
5670.0,Cold Fall,John E. Gardner,1996,2740.0,Available,8/29/2000
5671.0,The Death of Innocents,Richard Firstman,1997,19.0,Available,7/6/1905
5672.0,The STALLION,Harold Robbins,1996,412.0,Available,6/6/2020
5673.0,Hold On,Margret Rey,1998,682.0,Available,11/20/1903
5674.0,Perfect Victim,Christine McGuire,1989,44.0,Available,12/24/1907
5675.0,The Scarlet Mansion,Allan W. Eckert,1986,281.0,Available,2/12/1959
5676.0,L'elvissÃ?Â©e,Jack Womack,1995,716.0,Available,3/14/1951
5677.0,Parabellum tango,Pierre Pelot,2000,57.0,Available,11/16/1955
5678.0,Les Heures / The Hours,Michael Cunningham,2001,38.0,Available,5/31/1931
5679.0,Amerigo : RÃ?Â©cit d'une erreur historique,StÃ?Â©fan Zweig,1997,4.0,Available,7/31/1963
5680.0,Une Breve Histoire Du Temps,Stephen Hawking,1998,814.0,Available,3/27/1930
5681.0,Hygiene De Lassassin,Amelie Nothomb,2002,12426.0,Available,8/9/1937
5682.0,Le PÃ?Âªcheur,Clifford D. Simak,1999,415.0,Available,8/30/1979
5683.0,Trois Hommes Dans Un Bateau,Jerome,0,,Available,10/27/2019
5684.0,Le Guinguette Ã  deux sous (Presses pocket ; 1344),Georges Simenon,1977,390.0,Available,2/26/2006
5685.0,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind,1988,668.0,Available,1/1/1956
5686.0,Metaphysique Des Tubes,Amelie Nothomb,2002,285.0,Available,5/15/2000
5687.0,Des fleurs pour algernon,Daniel Keyes,2001,2641.0,Available,2/15/1962
5688.0,C'est comment l'AmÃ?Â©rique,Frank Mccourt,2002,997.0,Available,1/30/1994
5689.0,La Ballade de l'impossible,Haruki Murakami,2003,30.0,Available,7/9/1972
5690.0,Salammbo,Gustave Flaubert,0,1266.0,Available,8/26/1959
5691.0,Conan the Barbarian,L. Sprague De Camp,1982,1380.0,Available,7/17/1999
5692.0,The Mask of Cthulhu,August Derleth,1996,1158.0,Available,6/27/1954
5693.0,The Best of H. P. Lovecraft: Bloodcurdling Tales of Horror and the Macabre,H.P. Lovecraft,1987,29.0,Available,3/24/1938
5694.0,Saint Dominic (Cross and Crown Series of Spirituality),Mary Dorcy,1982,935.0,Available,3/12/1913
5695.0,Horror House,J.N. Williamson,1981,3872.0,Available,1/15/1989
5696.0,Healing With Magnets,Gary Null,1998,361.0,Available,11/18/1902
5697.0,Nothing Like It In the World : The Men Who Built the Transcontinental Railroad 1863-1869,Stephen E. Ambrose,2001,3939.0,Available,12/31/1900
